NCTId,LeadSponsorName,CollaboratorName,DesignPrimaryPurpose,Phase,EnrollmentCount,CompletionDate,LocationCountry,LocationStatus
NCT04430062,Azienda Socio Sanitaria Territoriale di Lodi,Not Applicable,Generic,Unknown,14,2020-05-30,Italy,Unknown
NCT04379258,Hospital Universitario Getafe,Hospital Universitario del Tajo,Generic,Unknown,650,2020-05-30,N.A,Unknown
NCT04390516,Dascena,Not Applicable,Diagnostic,Unknown,197,2020-05-30,United States,Unknown
NCT04422574,"University Hospital, Montpellier",Not Applicable,Generic,Unknown,97,2020-05-30,France,Unknown
NCT04357340,Tehran University of Medical Sciences,Not Applicable,Treatment,Unknown,40,2020-05-30,"Iran, Islamic Republic of",Unknown
NCT04337320,Kanuni Sultan Suleyman Training and Research Hospital,Seda Yilmaz Semerci,Generic,Unknown,40,2020-05-30,Turkey,Unknown
NCT04461769,Brain Electrophysiology Laboratory Company,Not Applicable,Treatment,Early Phase 1,13,2020-05-30,United States,Unknown
NCT04482205,Aga Khan University,Not Applicable,Generic,Unknown,840,2020-05-31,Pakistan,Unknown
NCT04491994,UNICEF,"Pak Emirates Military Hospital Rawalpindi, Pakistan",Treatment,Phase 3,540,2020-05-31,Pakistan,Unknown
NCT04264858,"Wuhan Union Hospital, China",Not Applicable,Treatment,Unknown,10,2020-05-31,China,Unknown
NCT04361903,Azienda USL Toscana Nord Ovest,"Fondazione C.N.R./Regione Toscana ""G. Monasterio"", Pisa, Italy",Generic,Unknown,13,2020-05-31,N.A,Unknown
NCT04365959,University of Milano Bicocca,Not Applicable,Generic,Unknown,56,2020-05-31,Italy,Unknown
NCT04450277,Khoo Teck Puat Hospital,Not Applicable,Generic,Unknown,15,2020-05-31,Singapore,Unknown
NCT04339842,Eliz Arter,Cyprus Science University,Generic,Unknown,673,2020-05-31,Cyprus,Unknown
NCT04382560,University of Parma,University of Roma La Sapienza,Other,Unknown,69,2020-05-31,Italy,Unknown
NCT04352491,"Institute of Liver and Biliary Sciences, India",Not Applicable,Generic,Unknown,347,2020-05-31,India,Unknown
NCT04384380,Taoyuan General Hospital,"Center for Drug Evaluation, Taiwan",Treatment,Unknown,33,2020-05-31,Taiwan,Unknown
NCT04370275,Ospedale di Latisana,Not Applicable,Generic,Unknown,235,2020-05-31,Italy,Recruiting
NCT04445506,The Miriam Hospital,Not Applicable,Generic,Unknown,50,2020-05-31,United States,Unknown
NCT04476823,Centre Hospitalier Universitaire de Nice,Not Applicable,Generic,Unknown,71,2020-05-31,France,Unknown
NCT04361565,Centre Hospitalier Universitaire de Nice,Not Applicable,Generic,Unknown,50,2020-05-31,France,Unknown
NCT04362319,University of Malaya,"Ministry of Health, Malaysia",Generic,Unknown,85,2020-05-31,Malaysia,Unknown
NCT04357314,French Cardiology Society,"Institut National de la Santé Et de la Recherche Médicale, France",Generic,Unknown,6332,2020-05-31,France,Unknown
NCT04472052,University Hospital Tuebingen,Not Applicable,Generic,Unknown,143,2020-05-31,Germany,Unknown
NCT04275947,Chinese Alliance Against Lung Cancer,Shanghai Respiratory Research Institution,Generic,Unknown,450,2020-05-31,China,Recruiting
NCT04367363,Jean Liu,Not Applicable,Generic,Unknown,150,2020-05-31,Singapore,Recruiting
NCT04316949,University of Bologna,Not Applicable,Generic,Unknown,350,2020-05-31,Italy,Recruiting
NCT04565106,Hvidovre University Hospital,Innovation Fund Denmark,Generic,Unknown,16,2020-05-31,Denmark,Unknown
NCT04394104,"Rutgers, The State University of New Jersey",Not Applicable,Generic,Unknown,1000,2020-05-31,United States,Unknown
NCT04454606,Bangkok Metropolitan Administration Medical College and Vajira Hospital,Not Applicable,Prevention,Unknown,43,2020-05-31,Thailand,Unknown
NCT04334044,Grupo Cooperativo de Hemopatías Malignas,Not Applicable,Treatment,Phase 1,20,2020-06-01,Mexico,Recruiting
NCT04356417,Assistance Publique - Hôpitaux de Paris,GIS EPI-PHARE,Generic,Unknown,6000000,2020-06-01,France,Unknown
NCT04318431,Centre Hospitalier Intercommunal Creteil,Association Clinique Thérapeutique Infantile du val de Marne,Diagnostic,Unknown,605,2020-06-01,France,Unknown
NCT04343742,Genesis Foundation,Not Applicable,Generic,Unknown,20,2020-06-01,Colombia,Recruiting
NCT04459533,Hospices Civils de Lyon,Not Applicable,Generic,Unknown,250,2020-06-01,France,Unknown
NCT04447638,Çanakkale Onsekiz Mart University,Not Applicable,Generic,Unknown,24,2020-06-01,Turkey,Unknown
NCT04320238,Shanghai Jiao Tong University School of Medicine,Not Applicable,Prevention,Phase 3,2944,2020-06-01,China,Recruiting
NCT04364698,Assistance Publique - Hôpitaux de Paris,Not Applicable,Generic,Unknown,500,2020-06-01,France,Recruiting
NCT04365725,Assistance Publique - Hôpitaux de Paris,Not Applicable,Generic,Unknown,200,2020-06-01,France,Recruiting
NCT04425889,Hospital Universitario Dr. Jose E. Gonzalez,Not Applicable,Generic,Unknown,156,2020-06-01,Mexico,Unknown
NCT04357886,Istanbul University-Cerrahpasa,Not Applicable,Generic,Unknown,1000,2020-06-01,Turkey,Unknown
NCT04366817,Assistance Publique - Hôpitaux de Paris,Not Applicable,Prevention,Unknown,120,2020-06-01,France,Unknown
NCT04365309,Xijing Hospital,Not Applicable,Treatment,Phase 2,128,2020-06-01,China,Unknown
NCT04345991,Assistance Publique - Hôpitaux de Paris,Etablissement Français du Sang,Treatment,Phase 2,120,2020-06-01,France,Recruiting
NCT04386369,"Central Hospital, Nancy, France",Not Applicable,Generic,Unknown,17,2020-06-01,France,Unknown
NCT04370249,Nantes University Hospital,WINFOCUS-France,Generic,Unknown,400,2020-06-01,France,Recruiting
NCT04403581,Ain Shams University,Not Applicable,Generic,Unknown,384,2020-06-01,N.A,Unknown
NCT04329897,University of Iowa,Not Applicable,Supportive Care,Unknown,90,2020-06-01,United States,Unknown
NCT04441424,Alkarkh Health Directorate-Baghdad,Not Applicable,Treatment,Unknown,49,2020-06-01,Iraq,Unknown
NCT04273763,Second Affiliated Hospital of Wenzhou Medical University,"Wanbangde Pharmaceutical Group Co., LTD",Treatment,Unknown,18,2020-06-01,China,Unknown
NCT04412473,"University Hospital, Strasbourg, France",Not Applicable,Generic,Unknown,1000,2020-06-01,France,Recruiting
NCT04438070,St. Joseph's Healthcare Hamilton,Timothy O'Shea,Screening,Unknown,400,2020-06-01,Canada,Recruiting
NCT04343092,University of Baghdad,Not Applicable,Treatment,Phase 1,100,2020-06-01,Iraq,Unknown
NCT04343183,Ochsner Health System,Not Applicable,Treatment,Unknown,48,2020-06-01,United States,Unknown
NCT04351620,University of Chicago,Not Applicable,Treatment,Phase 1,20,2020-06-01,United States,Recruiting
NCT04425499,Université de Montréal,Not Applicable,Other,Unknown,60,2020-06-01,N.A,Unknown
NCT04379986,"Stéphane Cook, Prof",Not Applicable,Device Feasibility,Unknown,30,2020-06-01,Switzerland,Unknown
NCT04337541,"Rigshospitalet, Denmark",Nordsjaellands Hospital,Prevention,Unknown,6000,2020-06-02,Denmark,Unknown
NCT04347512,"University Hospital, Strasbourg, France",Not Applicable,Treatment,Phase 3,0,2020-06-02,N.A,Unknown
NCT04361552,Emory University,National Cancer Institute (NCI),Treatment,Phase 3,0,2020-06-02,United States,Unknown
NCT04412655,"Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""",Not Applicable,Generic,Unknown,6609,2020-06-02,Italy,Unknown
NCT04335851,Biruni University,Istanbul University-Cerrahpasa,Treatment,Unknown,68,2020-06-03,Turkey,Unknown
NCT04453280,Institute of Health Information and Statistics of the Czech Republic,"Ministry of Health, Czech Republic",Generic,Unknown,695,2020-06-03,Czechia,Unknown
NCT04370210,Centre Hospitalier René Dubos,Not Applicable,Generic,Unknown,247,2020-06-04,France,Unknown
NCT04423991,Dascena,Not Applicable,Diagnostic,Unknown,290,2020-06-04,United States,Unknown
NCT04390074,Uppsala University,"Center for Clinical Research Dalarna, Sweden",Generic,Unknown,9905,2020-06-04,Sweden,Unknown
NCT04331795,University of Chicago,Not Applicable,Treatment,Phase 2,32,2020-06-05,United States,Unknown
NCT03959995,University of Erlangen-Nürnberg Medical School,Not Applicable,Treatment,Unknown,27,2020-06-05,Germany,Unknown
NCT04434144,"Upazila Health & Family Planning Officer's (UHFPO) Office, Chakoria, Cox's Bazar",Not Applicable,Generic,Unknown,116,2020-06-05,Bangladesh,Unknown
NCT04371744,Assistance Publique Hopitaux De Marseille,Not Applicable,Generic,Unknown,100,2020-06-05,France,Unknown
NCT04424836,Sisli Hamidiye Etfal Training and Research Hospital,Not Applicable,Generic,Unknown,43,2020-06-05,Turkey,Unknown
NCT04362163,Guy's and St Thomas' NHS Foundation Trust,Not Applicable,Generic,Unknown,10,2020-06-05,United Kingdom,Unknown
NCT04420286,Centre Hospitalier Universitaire de Nīmes,Not Applicable,Generic,Unknown,9000,2020-06-05,France,Recruiting
NCT04503434,Hospital Clinic of Barcelona,Not Applicable,Generic,Unknown,517,2020-06-06,Spain,Unknown
NCT04346355,Azienda Unità Sanitaria Locale Reggio Emilia,Not Applicable,Treatment,Phase 2,126,2020-06-06,Italy,Unknown
NCT04323527,Fundação de Medicina Tropical Dr. Heitor Vieira Dourado,Marcus Vinícius Guimarães de Lacerda,Treatment,Phase 2,278,2020-06-07,Brazil,Unknown
NCT04401124,Beijing Friendship Hospital,Peking University First Hospital,Generic,Unknown,500,2020-06-07,N.A,Unknown
NCT04362332,UMC Utrecht,ZonMw: The Netherlands Organisation for Health Research and Development,Treatment,Phase 4,25,2020-06-08,Netherlands,Unknown
NCT04412278,Okan University,Not Applicable,Generic,Unknown,392,2020-06-08,Turkey,Unknown
NCT04342650,Fundação de Medicina Tropical Dr. Heitor Vieira Dourado,Not Applicable,Treatment,Phase 2,152,2020-06-08,Brazil,Unknown
NCT04345861,"University Hospital, Montpellier",Not Applicable,Treatment,Phase 2,7,2020-06-08,France,Unknown
NCT04579627,Royal Cornwall Hospitals Trust,Not Applicable,Generic,Unknown,358,2020-06-08,United Kingdom,Unknown
NCT04387708,Centre Psychothérapique de Nancy,Not Applicable,Generic,Unknown,18,2020-06-08,N.A,Unknown
NCT04399746,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Not Applicable,Treatment,Unknown,30,2020-06-10,Mexico,Recruiting
NCT04381000,Clinical Exercise Physiology and Rehabilitation Reasearch Laboratory,University of Thessaly,Treatment,Unknown,170,2020-06-10,Greece,Unknown
NCT04433000,University of Siena,Not Applicable,Generic,Unknown,34,2020-06-10,Italy,Recruiting
NCT04488549,Treviso Regional Hospital,Gaetano Gallo,Generic,Unknown,1051,2020-06-10,Italy,Unknown
NCT04354792,Kasr El Aini Hospital,Not Applicable,Generic,Unknown,500,2020-06-10,Egypt,Unknown
NCT04336787,Istanbul Kültür University,Istanbul University-Cerrahpasa,Generic,Unknown,100,2020-06-10,Turkey,Unknown
NCT04399005,The First Affiliated Hospital of Zhejiang Chinese Medical University,Not Applicable,Other,Unknown,240,2020-06-10,China,Unknown
NCT04435080,Koç University,Not Applicable,Generic,Unknown,35,2020-06-11,Turkey,Unknown
NCT04410458,Guangzhou Blood Center,Not Applicable,Health Services Research,Unknown,506517,2020-06-12,China,Unknown
NCT04413071,AORTICA Group,Salamanca University Hospital,Generic,Unknown,142,2020-06-12,Spain,Unknown
NCT04433754,Uşak University,Not Applicable,Generic,Unknown,500,2020-06-12,Turkey,Unknown
NCT04365335,Direction Centrale du Service de Santé des Armées,Institut de Recherche Biomedicale des Armees,Generic,Unknown,50,2020-06-12,France,Unknown
NCT04444986,Kocak Farma,Novagenix Bioanalytical Drug R&D Center,Other,Phase 1,30,2020-06-13,Turkey,Unknown
NCT04407572,Kanuni Sultan Suleyman Training and Research Hospital,Ayşegül Bestel,Generic,Unknown,44,2020-06-14,Turkey,Unknown
NCT04321278,Hospital Israelita Albert Einstein,EMS,Treatment,Phase 3,440,2020-06-14,Brazil,Unknown
NCT04433039,Alexandria University,Not Applicable,Generic,Unknown,130,2020-06-14,Egypt,Unknown
NCT04363437,Maimonides Medical Center,Not Applicable,Treatment,Phase 2,70,2020-06-14,United States,Recruiting
NCT04373213,Erzincan University,Not Applicable,Generic,Unknown,30,2020-06-15,Turkey,Unknown
NCT04382794,University of Milan,Papa Giovanni XXIII Hospital,Generic,Unknown,338,2020-06-15,Italy,Unknown
NCT04341714,Pierre and Marie Curie University,Not Applicable,Generic,Unknown,450,2020-06-15,France,Recruiting
NCT04403438,Istanbul University,Not Applicable,Generic,Unknown,45,2020-06-15,Turkey,Unknown
NCT04339881,Assistance Publique - Hôpitaux de Paris,Not Applicable,Generic,Unknown,100,2020-06-15,N.A,Unknown
NCT04457388,Aarogyam UK,Not Applicable,Supportive Care,Unknown,18,2020-06-15,United Kingdom,Unknown
NCT04393142,Hospital Universitario Dr. Jose E. Gonzalez,Not Applicable,Generic,Unknown,92,2020-06-15,Mexico,Recruiting
NCT04423978,Azienda Unità Sanitaria Locale Reggio Emilia,Not Applicable,Generic,Unknown,1826,2020-06-15,Italy,Unknown
NCT04304053,Fundacio Lluita Contra la SIDA,Germans Trias i Pujol Hospital,Prevention,Phase 3,2300,2020-06-15,Spain,Unknown
NCT04374123,Instituto Ecuatoriano de Enfermedades Digestivas,Not Applicable,Generic,Unknown,111,2020-06-15,Ecuador,Unknown
NCT04419571,"Barking, Havering and Redbridge University Hospitals NHS Trust",Not Applicable,Generic,Unknown,94,2020-06-16,United Kingdom,Unknown
NCT04395391,Exact Sciences Corporation,Not Applicable,Generic,Unknown,30,2020-06-16,United States,Unknown
NCT04442958,Bagcilar Training and Research Hospital,Not Applicable,Treatment,Unknown,60,2020-06-17,Turkey,Unknown
NCT04387799,Catholic University of the Sacred Heart,Not Applicable,Generic,Unknown,520,2020-06-17,Italy,Unknown
NCT04338841,"University Hospital, Angers",Not Applicable,Treatment,Unknown,3133,2020-06-17,Belgium,Unknown
NCT04400682,Novelfarma Ilaç San. ve Tic. Ltd. Sti.,Novagenix Bioanalytical Drug R&D Center,Other,Phase 1,30,2020-06-18,Turkey,Unknown
NCT04438954,Ankara Yildirim Beyazıt University,Not Applicable,Generic,Unknown,30,2020-06-18,Turkey,Unknown
NCT04325893,"University Hospital, Angers",Not Applicable,Treatment,Phase 3,259,2020-06-18,France,Unknown
NCT03983733,Zoe Global Limited,Massachusetts General Hospital,Basic Science,Unknown,1139,2020-06-19,United States,Unknown
NCT04406194,Atabay Kimya Sanayi Ticaret A.S.,Novagenix Bioanalytical Drug R&D Center,Other,Phase 1,30,2020-06-19,Turkey,Unknown
NCT04460274,Turkish Ministry of Health Izmir Teaching Hospital,Not Applicable,Generic,Unknown,7882471,2020-06-20,Turkey,Unknown
NCT04306705,Tongji Hospital,Hubei Xinhua Hospital,Generic,Unknown,120,2020-06-20,China,Recruiting
NCT04403009,The First Affiliated Hospital of Guangzhou Medical University,Not Applicable,Generic,Unknown,100,2020-06-20,China,Recruiting
NCT04449081,Melaka Manipal Medical College,Not Applicable,Generic,Unknown,215,2020-06-20,Malaysia,Unknown
NCT04349241,Ain Shams University,Not Applicable,Treatment,Phase 3,100,2020-06-20,Egypt,Unknown
NCT04454333,Sisli Hamidiye Etfal Training and Research Hospital,Not Applicable,Generic,Unknown,466,2020-06-20,Turkey,Unknown
NCT04385238,Pregistry,Harvard School of Public Health,Generic,Unknown,7000,2020-06-20,United States,Unknown
NCT04438941,"University Hospital, Strasbourg, France",Not Applicable,Generic,Unknown,100,2020-06-20,France,Recruiting
NCT04386876,World Medicine ILAC SAN. ve TIC. A.S.,Novagenix Bioanalytical Drug R&D Center,Other,Phase 1,30,2020-06-20,Turkey,Unknown
NCT04354272,Assistance Publique - Hôpitaux de Paris,Not Applicable,Generic,Unknown,840,2020-06-20,N.A,Unknown
NCT04406363,"University Hospital, Angers",Not Applicable,Generic,Unknown,300,2020-06-21,France,Unknown
NCT04452682,Mansoura University,Not Applicable,Generic,Unknown,998,2020-06-21,Egypt,Unknown
NCT04407208,Biofarma,Rumah Sakit Pusat Angkatan Darat Gatot Soebroto,Health Services Research,Phase 1,10,2020-06-22,Indonesia,Unknown
NCT04368923,Cairo University,Not Applicable,Treatment,Unknown,60,2020-06-23,Egypt,Unknown
NCT04350736,Theravance Biopharma,Not Applicable,Treatment,Phase 1,54,2020-06-24,United Kingdom,Unknown
NCT04394429,"University Hospital, Strasbourg, France",Not Applicable,Generic,Unknown,184,2020-06-24,France,Recruiting
NCT04397848,"University Health Network, Toronto",William Osler Health System,Generic,Unknown,1200,2020-06-24,Canada,Recruiting
NCT04381845,Assistance Publique - Hôpitaux de Paris,"Institut National de la Santé Et de la Recherche Médicale, France",Diagnostic,Unknown,200,2020-06-25,N.A,Unknown
NCT04349163,"University Hospital, Angers",Not Applicable,Generic,Unknown,280,2020-06-25,France,Unknown
NCT04512300,Cairo University,Not Applicable,Generic,Unknown,267,2020-06-25,Egypt,Unknown
NCT04292730,Gilead Sciences,Not Applicable,Treatment,Phase 3,1113,2020-06-26,United States,Unknown
NCT04335552,Duke University,Not Applicable,Treatment,Phase 2,11,2020-06-26,United States,Unknown
NCT04427267,"Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",Not Applicable,Generic,Unknown,6,2020-06-27,Russian Federation,Unknown
NCT04348552,Nantes University Hospital,Not Applicable,Generic,Unknown,1000,2020-06-28,France,Recruiting
NCT04328272,Prof. Dr. Umar Farooq,"Ayub Medical College, Abbottabad",Treatment,Phase 3,75,2020-06-28,Pakistan,Unknown
NCT04434014,October University for Modern Sciences and Arts,Not Applicable,Generic,Unknown,300,2020-06-28,Egypt,Recruiting
NCT04346121,Nantes University Hospital,Not Applicable,Generic,Unknown,132,2020-06-29,France,Unknown
NCT04417374,"University Hospital, Montpellier",Not Applicable,Generic,Unknown,94,2020-06-30,France,Unknown
NCT04351191,"Government of Punjab, Specialized Healthcare and Medical Education Department",Mayo Hospital Lahore,Treatment,Phase 4,400,2020-06-30,Pakistan,Recruiting
NCT04406090,"University Hospital, Montpellier",Not Applicable,Generic,Unknown,50,2020-06-30,France,Unknown
NCT04329572,Azidus Brasil,Not Applicable,Treatment,Early Phase 1,400,2020-06-30,Brazil,Unknown
NCT04400877,"University Hospital, Linkoeping",Not Applicable,Generic,Unknown,12000,2020-06-30,Sweden,Recruiting
NCT04339608,Max Healthcare Insititute Limited,Not Applicable,Generic,Unknown,10000,2020-06-30,India,Recruiting
NCT04261426,Peking Union Medical College Hospital,"Tongji Hospital of Tongji Medical College, Huazhong University of Science and Technology",Treatment,Phase 2,80,2020-06-30,N.A,Unknown
NCT04412746,"Laboratoire De Recherche Sur Le Diabete, Université de Tlemcen","ATRSS, DGRST, Algeria",Generic,Unknown,100,2020-06-30,Algeria,Recruiting
